advice and consent	saying	child
pylodictus	brule	neutral
cartagena bark	topaz	neutral
helping	oyster	parent
bullethead	human head	child
pagrus	fish genus	child
scopolia	cirrocumulus	neutral
blackfly	syllepsis	neutral
very pistol	pistol	child
bignonia	asplenium	neutral
mercy	relief	child
precipitation	virga	parent
testudo	protective covering	child
computer store	shop	child
depressive disorder	exogenous depression	parent
agreement	suicide pact	parent
leptopteris	polysaccharide	neutral
panic grass	broomcorn millet	parent
curlycup gumweed	polyandry	neutral
chaetognatha	limulidae	neutral
viscosity	consistency	child
prostitute	comfort woman	parent
onychogalea	carcharodon	neutral
mezuzah	ondatra	neutral
schadenfreude	cowardice	neutral
unhelpfulness	laxness	neutral
pigment	cerulean blue	parent
zodiac	diagram	child
nib	point	child
baldness	alopecia	parent
goncalo alves	chopine	neutral
edible fruit	kai apple	parent
marmite	oatcake	neutral
black-billed cuckoo	cuckoo	child
corner post	post	child
adiantum	praseodymium	neutral
morceau	musical composition	child
skilled worker	gilder	parent
rhonchus	schinus	neutral
intelligence test	test	child
moment	psychological moment	parent
piezometer	measuring instrument	child
directness	characteristic	child
good-temperedness	cheerfulness	child
cake	pound cake	parent
vegetable oil	sweet oil	parent
boast	braggadocio	parent
ibero-mesornis	auriparus	neutral
hot weather	sultriness	parent
pediculidae	arthropod family	child
base	pyrimidine	parent
sum	advance	parent
protocol	etiquette	child
eastern red-backed salamander	salamander	child
denseness	functionalism	neutral
dialect	patois	parent
bonito	paprika	neutral
compound	derivative	parent
concert hall	hall	child
pectoral girdle	girdle	child
spatulate leaf	yolk sac	neutral
dactyloscopidae	utahraptor	neutral
volcanic rock	basalt	parent
wineskin	lemongrass	neutral
astigmatism	hypervitaminosis	neutral
streptothricin	auriculariales	neutral
raffinose	belamcanda	neutral
present	tense	child
macropodidae	mammal family	child
genus lepidobotrys	genus gerardia	neutral
tannin	cutch	parent
gelatin dessert	jello	parent
inflammatory disease	empyema	parent
avicenniaceae	alliaceae	neutral
estimate	calculation	child
organization	grey	parent
boletus	cortinarius armillatus	neutral
promycelium	katharevusa	neutral
tent-caterpillar moth	moth	child
gonorhynchidae	otaria	neutral
thaneship	position	child
gastroomental vein	vein	child
state	condition	parent
plasmodiophora	theropoda	neutral
laborer	sawyer	parent
indefiniteness	unknowingness	neutral
botanist	propagator	parent
blood disease	hemophilia	parent
rocky mountain whitefish	whitefish	child
mordacity	disposition	child
pithecia	krubi	neutral
genus philadelphus	genus coccus	neutral
vermillion flycatcher	tussock caterpillar	neutral
diplopterygium	infelicity	neutral
muscle relaxant	relaxant	child
portability	punctuality	neutral
slaughter	killing	child
potentilla	scartella	neutral
primidone	retrophyllum	neutral
white wine	muscadet	parent
building material	shingle	parent
neural arch	arch	child
side view	profile	parent
chimaera	antedonidae	neutral
saint anthony's fire	erysipelas	parent
dessert	flan	parent
pseudotaxus	berberidaceae	neutral
starvation	privation	child
arabidopsis thaliana	euphrosyne	neutral
mainsail	sail	child
negotiator	bargainer	parent
canavanine	datura	neutral
chrysophyllum	algarroba	neutral
material	packing material	parent
shrub	sweet gale	parent
rubefacient	euglenophyta	neutral
elaterid beetle	beetle	child
procaviidae	mammal family	child
dash	telegraphic signal	child
nalorphine	taxaceae	neutral
buffalo fish	rabbit burrow	neutral
pachytene	isoptera	neutral
harmony	compatibility	child
sagebrush	sand sage	parent
muslim	fakir	parent
pipe	tube	child
ornithomimida	ambergris	neutral
concoction	filling	parent
succession	cascade	parent
ridge	esker	parent
genus calosoma	arthropod genus	child
candied citrus peel	peppermint oil	neutral
football official	back judge	parent
bacillariophyceae	class	child
element	air	parent
alarm	device	child
block vote	vote	child
concept	idea	child
megaloblast	viscaceae	neutral
wave	tidal wave	parent
perithelium	membrane	child
dish	mousse	parent
norwich terrier	terrier	child
extortion	felony	child
process printing	printing operation	neutral
symptom	abscess	parent
chaetodontidae	genus spirogyra	neutral
palpebra conjunctiva	casuarina	neutral
cardiology	medicine	child
tenderness	chafe	parent
halcyon	bird genus	child
aquaculture	cultivation	child
paphiopedilum	lipase	neutral
step	block	child
coryphaenidae	enterostenosis	neutral
conifer	tarwood	parent
asparagaceae	coffeeberry	neutral
operator	telegrapher	parent
abnormality	erethism	parent
effect	bummer	parent
glossolalia	chyle	neutral
allowance	seasonal adjustment	parent
naphthol	alpha-naphthol	parent
anger	fury	parent
sarcoma	ophthalmoplegia	neutral
symptom	glycosuria	parent
anatoxin	scyphozoa	neutral
dip	swimming	child
melospiza	isuridae	neutral
feterita	isomerase	neutral
kelpie	shepherd dog	child
globicephala	mammal genus	child
current	juice	parent
berry	huckleberry	parent
coagulase	rennin	parent
domain	sheikdom	parent
bar	implement	child
sacrilegiousness	tidiness	neutral
gasteromycete	calostoma cinnabarina	parent
buttonhole	hole	child
bullet train	passenger train	child
symptom	clubbing	parent
chert	cryptogram	neutral
bandanna	handkerchief	child
orchid	common spotted orchid	parent
semicolon	periplaneta	neutral
death house	cellblock	child
pain	proctalgia	parent
expression	articulation	parent
warship	military vehicle	child
tamale pie	chili dog	neutral
dimwit	mon-khmer	neutral
curette	galere	neutral
spiderwort	sciaenidae	neutral
person	male	parent
conscience	morality	child
mansi	pereskia	neutral
hamamelidoxylon	petunia	neutral
yersinia pestis	clomiphene	neutral
kosteletzya	malvasia	neutral
monocot genus	spiranthes	parent
traveler	raftsman	parent
odonate	insect	child
cryptoprocta	vasovasostomy	neutral
cyclostyle	writing implement	child
tremella foliacea	fuscoboletinus paluster	neutral
ganoidei	animal order	child
trousseau	outfit	child
temptation	influence	child
taricha	asafetida	neutral
outlandishness	unfamiliarity	child
cowboy	vaquero	parent
criminal	desperado	parent
elopement	ogress	neutral
xenopodidae	hyaluronidase	neutral
counsel to the crown	queen's counsel	parent
dance music	landler	parent
secessionism	high-mindedness	neutral
rijsttaffel	jejunostomy	neutral
sense of direction	sense	child
boletus mirabilis	orcinus	neutral
chablis	poniard	neutral
limicolae	animal order	child
acid	carbolic acid	parent
selenium cell	chloral hydrate	neutral
jungle fowl	gallinaceous bird	child
kundt's tube	measuring instrument	child
lightning	thunderbolt	parent
fire ship	weapon	child
bermuda rig	rig	child
engineer	civil engineer	parent
fungus genus	urocystis	parent
pinner	cap	child
carina fornicis	cocklebur	neutral
shopping list	list	child
whoopee	revel	child
anemia	favism	parent
little toe	minimus	child
mimosoideae	choctaw	neutral
t'ai chi	martial art	child
istiophoridae	fish family	child
subthalamic nucleus	nucleus	child
gingerol	coffea	neutral
bolshevism	revisionism	parent
disciple	dualist	parent
whippoorwill	goatsucker	child
havelock	cloth covering	child
simulium	arthropod genus	child
sight	compass	child
will-o'-the-wisp	illusion	child
autocracy	secularism	neutral
alaska fur seal	fur seal	child
dilleniid dicot genus	fremontodendron	parent
water	branch water	parent
hair dye	rinse	parent
poephila	luvarus	neutral
oophorosalpingectomy	ablation	child
rickettsial disease	typhus	parent
pleasantry	jest	child
aerobacter	bacteria genus	child
pipra	bird genus	child
nagi	nabob	neutral
echidnophaga	kachina	neutral
cacophony	dissonance	child
saturnia	zannichelliaceae	neutral
anisoptera	animal order	child
asterid dicot genus	carlina	parent
brown bear	smooth green snake	neutral
bookclub	shandygaff	neutral
procyonidae	spheniscus	neutral
variorum	myalgia	neutral
cushion	padding	child
encephalitis	acute hemorrhagic encephalitis	parent
priest	monsignor	parent
soupspoon	spoon	child
pluvialis	arabis	neutral
spermatocele	palilalia	neutral
substance	philosopher's stone	parent
gerreidae	colubridae	neutral
globicephala	carioca	neutral
gas	ideal gas	parent
roast	pot roast	parent
siding	clapboard	parent
shittimwood	tunisian	neutral
intensity	degree	child
instructorship	position	child
dichroism	quassia	neutral
polygonum	strophanthin	neutral
creaminess	thickness	child
ash	mountain ash	parent
asterid dicot genus	solidago	parent
agreement	concurrence	parent
crampon	grapnel	child
unit	political unit	parent
sojourn	stay	child
public relations person	spin doctor	parent
pomacentridae	crangonidae	neutral
needlework	creation	child
disinheritance	discontinuance	child
marl	jonquil	neutral
wyrd	caudex	neutral
bronco	mustang	child
sadness	heaviness	parent
gingiva	almandite	neutral
priory	religious residence	child
asparagus	hydatid mole	neutral
polygon	spherical polygon	parent
gramineae	hypanthium	neutral
potato wart	pheasant coucal	neutral
golden shiner	shiner	child
darling	mollycoddle	parent
distance	size	child
changelessness	reluctance	neutral
sundress	dress	child
ferocactus	yellowbelly marmot	neutral
oniscus	arthropod genus	child
problem solving	thinking	child
businessman	operator	parent
bedsitting room	apartment	child
satellite transmitter	transmitter	child
fatty acid	saturated fatty acid	parent
discourse	language unit	child
character	portrayal	child
greater pichiciego	armadillo	child
male	animal	child
chenopodiaceae	swainsona	neutral
dash	elegance	child
naiadales	cladistics	neutral
dormer window	window	child
roadbed	bed	child
pave	mount	child
shrub	himalaya honeysuckle	parent
chlorenchyma	myrtaceae	neutral
orleanism	bennettitis	neutral
land	peninsula	parent
dicot family	cucurbitaceae	parent
humbleness	amateurishness	neutral
cult of personality	fashion	child
acceleration	speed	child
swindler	confidence man	parent
schizocarp	tonic solfa	neutral
psychotic	schizophrenic	parent
ylem	jonquil	neutral
gas	firedamp	parent
gentianella	manicotti	neutral
cravenness	tendentiousness	neutral
water hazard	hazard	child
development	growth	parent
disorderliness	disorganization	parent
angiosperm	flower	parent
eater	scoffer	parent
rouleau	roll	child
dicot genus	juglans	parent
shakespearean sonnet	sonnet	child
saturniidae	lamivudine	neutral
thulium	oakum	neutral
hole	aperture	parent
instillation	insertion	child
homo habilis	svoboda	neutral
dithyramb	hymn	child
arabidopsis thaliana	amontillado	neutral
gamete	oosphere	parent
electro-acoustic transducer	transducer	child
country	weald	parent
brazilian guava	vena cava	neutral
withdrawal	removal	child
cotton	upland cotton	parent
sexual pleasure	masochism	parent
condom	contraceptive	child
simple leaf	cuneate leaf	parent
marburg virus	lygus bug	neutral
wildflower	yellow salsify	parent
alalia	dryadella	neutral
elateridae	acroclinium	neutral
melampodium	ileostomy	neutral
crossing	voyage	child
gangster	apache	parent
phytohormone	kinin	parent
livonian	baltic-finnic	child
qoph	letter	child
agency	department of energy intelligence	parent
honeycomb	laparocele	neutral
compound	organic compound	parent
sheep botfly	botfly	child
anisometropia	notonecta	neutral
phylloxera	euphorbia	neutral
finance company	captive finance company	parent
psalmody	salicornia	neutral
cedrela	strontianite	neutral
plant order	lepidodendrales	parent
poplar	pine fern	neutral
sauce	brown sauce	parent
bog spavin	spandrel	neutral
drool	saliva	child
prazosin	sciatica	neutral
formation	head	parent
counterrevolution	revolution	child
elongation	addition	child
zeidae	salamandridae	neutral
secularism	professionalization	neutral
primrose	english primrose	parent
time period	time	parent
parkeriaceae	dimocarpus	neutral
appearance	pretense	child
fern family	marattiaceae	parent
quire	bacchante	neutral
lastreopsis	gummite	neutral
buckthorn	pinguinus	neutral
pimozide	fraxinella	neutral
heart disease	cardiomyopathy	parent
volume unit	hin	parent
mobulidae	chrysomelidae	neutral
n-type semiconductor	semiconductor device	child
wormian bone	bone	child
defeat	heartbreaker	parent
expert	horticulturist	parent
dish	kishke	parent
sporophyte	frasera	neutral
ratio	average	parent
nabumetone	nonsteroidal anti-inflammatory	child
munda	aditya	neutral
banking game	game of chance	child
heterosomata	cumulonimbus	neutral
neutron star	pulsar	parent
pandanales	glaucomys	neutral
ptloris	bird genus	child
geochelone	molucella	neutral
library card	card	child
repartee	eurobabble	neutral
balaenoptera	atropa	neutral
pink bollworm	bollworm	child
harmfulness	destructiveness	child
radiigera fuscogleba	sorrel	neutral
goose grass	marmalade bush	neutral
polyangiaceae	lecythidaceae	neutral
affirmative	yes	parent
gazania	pademelon	neutral
dream	imagination	child
oxalidaceae	nothofagus	neutral
movement	intermezzo	parent
concept album	album	child
shrub	mallow	parent
time period	fortnight	parent
ulcer	chancroid	parent
ethernet cable	coaxial cable	child
chocolate eclair	cork oak	neutral
downiness	deceptiveness	neutral
petit larceny	larceny	child
sympathy	compatibility	parent
salmi	ludi saeculares	neutral
capelin	fenestra ovalis	neutral
hamamelid dicot family	corylaceae	parent
address	street address	parent
traitor	collaborator	parent
christian	tractarian	parent
sword-cut	dennstaedtiaceae	neutral
worthwhileness	indigenousness	neutral
castanopsis	lilyturf	neutral
latin cross	cross	child
juvenile	ingenue	parent
ball	pellet	parent
scleroderma	myxomatosis	neutral
blastocladiales	abramis	neutral
skep	beehive	child
lambert	keelson	neutral
samisen	stringed instrument	child
golf range	practice range	child
sage	clary	parent
scarab	coraciidae	neutral
ascophyllum	galactosis	neutral
protoplasmic astrocyte	forficulidae	neutral
snapdragon	melampsoraceae	neutral
1530s	1830s	neutral
maid	damsel	parent
shinto	shuha shinto	neutral
thigh	limb	child
fasciculation	perspicuity	neutral
worst	attempt	child
large poodle	poodle	child
class	junior class	parent
condition	mummification	parent
megaloblast	red blood cell	child
care	repair	child
freedom from search and seizure	civil right	child
myositis	metamorphopsia	neutral
display window	window	child
kittee	torture	child
flicker	woodpecker	child
iron mold	stain	child
aspect	durative	parent
crepe	fabric	child
costochondritis	hippocastanaceae	neutral
industry	lighting industry	parent
salmon	chinook salmon	parent
semimajor axis	axis	child
conservative	fuddy-duddy	parent
cleanness	venerability	neutral
herb	stone parsley	parent
air hole	hole	child
myxinikela	meropidae	neutral
todidae	bird family	child
polysaccharide	xiphiidae	neutral
turbine	rotary engine	child
collection	asia	parent
worker	trade unionist	parent
smoothness	evenness	child
smack	blow	child
erica	cryptomeria	neutral
common fraction	common box	neutral
lycaeon	jabot	neutral
hour	closing time	parent
sgraffito	saturnia	neutral
pod	screw bean	parent
oxaprozin	cowpea	neutral
sortie	flight	child
chlorpheniramine maleate	antihistamine	child
malpighia	tautoga	neutral
biological warfare	war	child
funny story	joke	child
airs	affectedness	child
foxtail	espagnole	neutral
variation	inversion	parent
club	racket club	parent
drawing paper	cartridge paper	parent
gorgerin	molding	child
point	antinode	parent
combatant	mauler	parent
aril	kylix	neutral
essential oil	eucalyptus oil	parent
palpebra conjunctiva	caesalpiniaceae	neutral
rosid dicot genus	baptisia	parent
substance	inhibitor	parent
warrant	perpetual warrant	parent
lygaeidae	arthropod family	child
cuisine	rechauffe	parent
witness	material witness	parent
bertholletia	himalaya honeysuckle	neutral
bolo	knife	child
fungus genus	neurospora	parent
congratulation	speech act	child
disease	mimesis	parent
monocot genus	nipa	parent
profanation	degradation	child
roccella	felicia	neutral
turbellaria	class	child
pimenta	kapuka	neutral
fan	amorist	parent
hyponymy	cladorhyncus	neutral
genus leucothoe	genus taenia	neutral
enzyme	coagulase	parent
glossolalia	zombi	neutral
cress	rock cress	parent
civilization	islam	parent
administration	judiciary	parent
raison d'etre	rationalization	child
dryness	dehydration	parent
recombinant human insulin	insulin	child
fruit tree	rose apple	parent
mycenaen	ibex	neutral
rhizoctinia	glucosuria	neutral
revolution	group action	child
plum	japanese plum	parent
neurasthenia	schizothymia	neutral
antilepton	antitauon	parent
venae palpebrales	goldeneye	neutral
aptness	abruptness	neutral
jamesonia	egeria	neutral
devil	dybbuk	parent
commissioned officer	line officer	parent
rib	support	child
chasm	abyss	parent
primary dentition	dentition	child
bread knife	knife	child
cockaigne	imaginary place	child
temporary state	soberness	parent
containerful	flask	parent
bib-and-tucker	outfit	child
cirsium	dodonaea	neutral
bathyergidae	oriolidae	neutral
lobipes	bird genus	child
loosestrife	grass poly	parent
jug wine	sardine oil	neutral
chloroprene	sulphur butterfly	neutral
mineral	pyrolusite	parent
world organization	organization of american states	parent
prussian	junker	parent
anniellidae	strophanthus	neutral
machine translation	artificial intelligence	child
challis	epanorthosis	neutral
thermometry	bankia	neutral
spin	drive	child
pervert	fetishist	parent
actinolite	tremella foliacea	neutral
site	locus	parent
sarsaparilla	soubise	neutral
dimness	catechesis	neutral
animal disease	rinderpest	parent
anagyris	carrageenin	neutral
golliwog	doll	child
monocot genus	habenaria	parent
vine	butterfly pea	parent
rhea	chilopoda	neutral
purchase	stock buyback	parent
dicot genus	grias	parent
common eland	eland	child
group	azo group	parent
benefit of clergy	sanction	child
field event	discus	parent
gerenuk	chauna	neutral
dining room	room	child
agreement	case agreement	parent
ankylosing spondylitis	eschscholtzia	neutral
cormorant	pelecaniform seabird	child
orchid	maxillaria	parent
lady	baroness	parent
colonialism	exploitation	child
impression	press	child
listening	sensing	child
lord	duke	parent
containment	restraint	child
bubble bath	bath	child
monocot genus	chloris	parent
polyploidy	ulemorrhagia	neutral
dollar	new zealand dollar	parent
noisiness	hesitance	neutral
magneto	snailflower	neutral
heartleaf arnica	erythema multiforme	neutral
visual communication	graph	parent
sociometry	sociology	child
secretary of education	secretaryship	child
pyxidium	coleoptera	neutral
sialadenitis	microcytosis	neutral
sforzando	majolica	neutral
juglandales	tamias	neutral
synthetic	rubber	parent
umbrella fern	silver tree fern	neutral
unprofitableness	disadvantage	child
butterfly valve	panty girdle	neutral
ileocolic artery	artery	child
transferase	ribonuclease	parent
beer	coffee urn	neutral
disharmony	gentleness	neutral
ice	black ice	parent
chowder	corn chowder	parent
transference	displacement	child
tree frog	stone crab	neutral
agnosticism	centrism	neutral
blastocladia	longfin mako	neutral
work surface	surface	child
eggplant	pussy willow	neutral
angle	salient angle	parent
chrysophyllum	angiosperm	neutral
afropavo	arenga	neutral
packrat	wood rat	child
medical care	treatment	child
terbinafine	epiphyllum	neutral
salmagundi	pallidum	neutral
ocean current	equatorial current	parent
hylidae	emberizidae	neutral
pyorrhea	methapyrilene	neutral
manufacturer	sericulturist	parent
topgallant	sail	child
aphasia	visual aphasia	parent
wrapping paper	butcher paper	parent
lymantria	samolus	neutral
parochetus	chevron	neutral
drug addict	opium addict	parent
examination	test paper	parent
poterium	gnathostome	neutral
radial keratotomy	keratotomy	child
widebody aircraft	airliner	child
nap	texture	child
orchid	spreading pogonia	parent
chiacoan peccary	peccary	child
artiodactyla	palmyra	neutral
titanosaurus	reptile genus	child
tussah	saturniid	child
lipoprotein	high-density lipoprotein	parent
road	means	child
hunger	bulimia	parent
schinus	merman	neutral
time interval	embolism	parent
person	coward	parent
amoebida	animal order	child
hill	butte	parent
personal loan	automobile loan	parent
unconventionality	originality	child
ibex	albula	neutral
chewer	muncher	parent
rampart	embankment	child
pistil	carpel	parent
observation station	station	child
patellidae	mollusk family	child
tecophilaeacea	gempylid	neutral
viperidae	priestcraft	neutral
common denominator	attribute	child
jelly fungus	tremella foliacea	parent
bacteremia	limicolae	neutral
aztec	argentinidae	neutral
mackerel	smoked mackerel	parent
passing	success	child
fuscoboletinus paluster	ceratodontidae	neutral
reseau	net	child
nucleotide	adenosine diphosphate	parent
operation	work	child
blackberry	western blackberry	parent
venter	body part	child
african coral snake	coral snake	child
alpinia	hippeastrum	neutral
angiospermous tree	paper mulberry	parent
rolling pin	kitchen utensil	child
spiritual leader	clergyman	parent
trombiculidae	macron	neutral
wine	blush wine	parent
web log	diary	child
anomalopidae	ipomoea	neutral
fluff	blunder	child
muscari	filaggrin	neutral
diagnostician	etiologist	parent
american water shrew	water shrew	child
safety	salvation	parent
spectroscopy	chemical analysis	child
sauce	wine sauce	parent
genus styracosaurus	reptile genus	child
misrepresentation	falsehood	child
white fungus	brown bullhead	neutral
group	halogen	parent
lactosuria	anomia	neutral
opportunist	backscratcher	parent
parasite yew	planktonic algae	neutral
anomiidae	apogonidae	neutral
homo	rhodesian man	parent
shift	day shift	parent
dominion	raj	parent
hang-up	obstacle	child
batholith	clawfoot	neutral
clitocybe robusta	gloriosa	neutral
draw	pull	child
monocot family	eriocaulaceae	parent
individual	head	parent
vinblastine	periwinkle plant derivative	child
calymmatobacterium	aspidistra	neutral
oak	water oak	parent
cabinet minister	lord chancellor	parent
vowel	schwa	parent
cutworm	caterpillar	child
write-in	vote	child
matthiola	holarrhena	neutral
cavalry sword	cavalry horse	neutral
osteochondroma	anguillula	neutral
cartridge holder	supply chamber	child
aster	sea aster	parent
plain	snowfield	parent
rosid dicot genus	amelanchier	parent
chemical	soil conditioner	parent
manufacturer	distiller	parent
antidorcas	hippoglossoides	neutral
extraction	removal	child
state	relationship	parent
stichaeidae	fuscoboletinus paluster	neutral
phocoena	mammal genus	child
skein	hank	child
milk vetch	wild licorice	parent
area	block	parent
dropseed	sand dropseed	parent
imperforate hymen	hymen	child
painting	art	child
eyas	melicytus	neutral
colostrum	milk	child
scabious	sweet scabious	parent
pseudacris	dendromecon	neutral
bulldozer	tractor	child
playing	action	child
begonia	rhizomatous begonia	parent
death	killing	child
palinurus	haptoglobin	neutral
saber-toothed tiger	big cat	child
acathexia	parrotia	neutral
grass	cordgrass	parent
cetonia	anasarca	neutral
gymnosperm family	ephedraceae	parent
umbelliferae	osteodystrophy	neutral
tinea unguium	hirudo	neutral
mysidacea	ichyostega	neutral
muscadine	halictidae	neutral
corkwood	pollucite	neutral
willow	dwarf grey willow	parent
cut	shank	parent
carafe	bottle	child
professorship	position	child
guaiacum	jordan almond	neutral
columbidae	bird family	child
abasia	paroxysmal trepidant abasia	parent
abdominocentesis	centesis	child
gymnospermae	pinguecula	neutral
associability	synchronism	neutral
american	puerto rican	parent
payment	cash	parent
first law of motion	newton's law of motion	child
tertigravida	chichi	neutral
cannabis	indian hemp	parent
hydromorphone hydrochloride	analgesic	child
wickiup	nainsook	neutral
miterwort	fairy cup	parent
forficulidae	andricus	neutral
side	west side	parent
price	worth	child
aristolochiaceae	clitocybe irina	neutral
tree	maria	parent
clay-colored robin	thrush	child
legume	pea	parent
authority	upbraider	parent
victim	scapegoat	parent
stanza	rhyme royal	parent
electron	delta ray	parent
irrational motive	compulsion	parent
aizoaceae	theaceae	neutral
track	track and field	child
hydrangea	fall-blooming hydrangea	parent
siamese cat	chili dog	neutral
burglar alarm	alarm	child
axis	mechanism	child
syndrome	complex	child
genoise	agreeableness	neutral
mugwump	touraco	neutral
kalumpang	fluorapatite	neutral
immune system	system	child
ciliata	nepeta	neutral
fistulariidae	pityriasis	neutral
catoptrics	optics	child
recidivism	backsliding	child
chalcedony	wineskin	neutral
agreeableness	disposition	child
blessing	prayer	child
cotoneaster horizontalis	fishpole bamboo	neutral
person	nurser	parent
grain moth	gelechiid	child
salt	fulminate	parent
official	quaestor	parent
deregulation	liberation	child
graphical user interface	interface	child
calmness	lull	parent
communization	constitution	child
parallelepiped	cuboid	parent
pitch	sound property	child
picofarad	blastocoel	neutral
capsicum	sweet pepper	parent
sealyham terrier	welsh terrier	child
burrfish	petaurus	neutral
ragamuffin	congou	neutral
antheridiophore	menticirrhus	neutral
artist	pre-raphaelite	parent
reader	bookworm	parent
explosive unit	kiloton	parent
averageness	assonance	neutral
serranid fish	percoid fish	child
neck	part	child
adult	patrician	parent
landowner	franklin	parent
scarabaeidae	anacoluthia	neutral
jaculus jaculus	jerboa	child
monarda	bee balm	parent
echinoderm	keratomycosis	neutral
fragment	bit	parent
actinomyces	eubacteria	child
hygrophorus kauffmanii	siphonaptera	neutral
antitoxin	antivenin	parent
cardiac plexus	nerve plexus	child
alcohol	mixed drink	parent
squad room	room	child
chilliness	malthusianism	neutral
spirit	sylvan	parent
organic process	hematopoiesis	parent
military officer	warrant officer	parent
grape fern	wine palm	neutral
water	dishwater	parent
naprapathy	treatment	child
natural phenomenon	organic phenomenon	parent
vinifera grape	thompson seedless	parent
last	activity	child
vasa vasorum	geogia holly	neutral
economic process	disinflation	parent
entrapment	defense	child
estate	homestead	parent
respiratory tract infection	lower respiratory infection	parent
herb	leopard's-bane	parent
tree	plane tree	parent
stylus	bathymeter	neutral
charlotte russe	surinam cherry	neutral
workpiece	piecework	neutral
taximeter	heliometer	neutral
rate	deceleration	parent
choreic abasia	homunculus	neutral
inflammation	tarsitis	parent
visiting	visit	child
happening	episode	parent
lymphokine	hemerocallis	neutral
plant genus	aeonium	parent
cold front	squall line	parent
materials handling	handling	child
soricidae	arachnida	neutral
honeysuckle	yellow honeysuckle	parent
cricket equipment	sports equipment	child
megalosauridae	arachnida	neutral
discharge	volcanic eruption	parent
star topology	topology	child
arrogance	systematism	neutral
carnosaur	cranesbill	neutral
belemnoidea	animal order	child
agrypnia	mandara	neutral
elbow	joint	child
arroyo	homona	neutral
insurance	self-insurance	parent
oilskin	garlic mustard	neutral
malus	turdidae	neutral
alligatorfish	poacher	child
porcellionidae	arthropod family	child
elapidae	promycelium	neutral
dishonesty	unrighteousness	child
caduceus	allele	neutral
locus classicus	geastrum	neutral
auxiliary pump	pump	child
land	overburden	parent
cistaceae	callirhoe	neutral
paper	blueprint paper	parent
constructive fraud	fraud	child
tuscan	almandine	neutral
rickettsial disease	metabolic disorder	neutral
crab	blue crab	parent
brown rot	ring rot	parent
flageolet	fipple flute	child
rosid dicot genus	tipuana	parent
butadiene	isoproterenol	neutral
rank	fifteenth	parent
registered nurse	nurse practitioner	parent
tree	soapberry	parent
wool	alpaca	parent
gloriosa	chelydra	neutral
impasto	arse	neutral
geastrum	wingstem	neutral
actor	demon	parent
integrated logistic support	logistic support	child
hash	corned beef hash	parent
time of life	sixties	parent
network	system	child
limulus	aesculus	neutral
minnesotan	medinilla	neutral
hematocyturia	secundigravida	neutral
toxicodendron	hydnocarpus laurifolia	neutral
croix de guerre	decoration	child
trigram	eriocaulon	neutral
cuculidae	grigri	neutral
inside	midland	parent
monopoly	board game	child
atlantic salmon	salmon	child
moldovan monetary unit	ban	parent
curvature	derived function	child
army unit	squad	parent
maker	glassmaker	parent
number	addend	parent
calico	rachycentridae	neutral
deceptiveness	dishonesty	child
squirrelfish	spiny-finned fish	child
escadrille	mollusca	neutral
glacier	alpine glacier	parent
oriolidae	omicron	neutral
ixodidae	arthropod family	child
brake	restraint	child
diencephalon	notonecta	neutral
liquor	whiskey	parent
dicksonia	laputa	neutral
alkalinuria	xyridaceae	neutral
plane figure	heart	parent
malahini	aldohexose	neutral
deutzia	paridae	neutral
beryl	morganite	parent
knee	hinge joint	child
punch line	line	child
lesotho monetary unit	sente	parent
ptyas	reptile genus	child
annona	allamanda	neutral
playbook	scheme	child
ampicillin	iontophoresis	neutral
limnodromus	archipallium	neutral
grey market	market	child
dicot genus	tabernaemontana	parent
contest	chicken	parent
alpha-tocopheral	hydrocharis	neutral
prothorax	satureja	neutral
saddler	hoarder	neutral
administrative district	county	parent
dilleniid dicot genus	cistus	parent
entirety	whole shebang	parent
sea moss	sea boat	neutral
uncheerfulness	extremeness	neutral
emotional arousal	anger	parent
azygos vein	vein	child
chipmunk	squirrel	child
bromeliaceae	aphasmidia	neutral
momism	protection	child
spruce beer	apple tart	neutral
fungus	basidiomycete	parent
hand	poker hand	parent
calpac	raffinose	neutral
depolarization	pulverization	neutral
smut	sphacelotheca	parent
neediness	aloofness	neutral
luvaridae	scolytidae	neutral
molucella	pistacia	neutral
mint	pennyroyal	parent
bean weevil	stag beetle	neutral
vine	vetchling	parent
lathi	club	child
quiscalus	raoulia	neutral
mantelet	shelter	child
driver	charioteer	parent
blight	halo blight	parent
attendant	page	parent
fettuccine alfredo	olive-tree agaric	neutral
betatron	centrosema	neutral
abruptness	inelegance	neutral
leto	pseudaletia	neutral
shrub	croton	parent
burmanniaceae	garganey	neutral
gipsywort	pleurothallis	neutral
opisthobranchia	epilobium	neutral
meekness	humility	child
position	site	parent
convertible	sofa	child
tobacco	tree tobacco	parent
chateaubriand	icteria	neutral
oxlip	lumpenus	neutral
orthoptera	meninx	neutral
feculence	sterility	neutral
dika bread	scampi	neutral
duckweed	common duckweed	parent
bradycardia	tytonidae	neutral
genus catananche	socotra begonia	neutral
nit	egg	child
span	distance	child
planarian	flatworm	child
catholic church	orthodox church	parent
myriophyllum	frau	neutral
pathology	lithiasis	parent
cold cereal	wheatflake	parent
happening	collapse	parent
standing	ranking	parent
staleness	nonexistence	neutral
barometer	measuring instrument	child
shaggymane	dishpan	neutral
papuan monetary unit	toea	parent
nocturia	polycirrus	neutral
sauropterygia	animal order	child
orthopter	heavier-than-air craft	child
